Title,Genre,Language,Release Date,Country,Budget (M USD),Lifetime Gross (M USD),Number of Screens,IMDb Rating,Rotten Tomatoes Score,Audience Reviews,Marketing Budget (M USD),Hit or Flop
Hotel Rwandaa,Comedy,English,41208,Japan,270.14,60.71,1632,8.6,26,295521,130.48,Collection not met
The Angry Birds Moviea,Sci-Fi,Chinese,42913,USA,205.57,60.33,2752,4.2,77,32364,50.52,Collection not met
Survival of the Deada,Drama,Korean,42906,India,176.69,60.22,2587,8.2,34,475389,24.43,Collection not met
Moonrakera,Adventure,Spanish,41060,South Korea,107.75,59.98,3757,9.8,81,368043,50.71,Collection not met
Jurassic Worlda,Drama,Japanese,41622,Japan,43.21,59.82,1437,4.3,72,222585,5,Collection not met
A Guy Thinga,Drama,Japanese,43354,USA,97.77,59.52,2290,5.3,80,460631,47.3,Collection not met
Don't Be Afraid of the Darka,Sci-Fi,German,40331,South Korea,254.2,59.33,4037,6.6,48,271371,74.27,Collection not met
One Flew Over the Cuckoo's Nesta,Adventure,German,42102,UK,188.23,58.45,1459,9.7,93,1609,75.95,Collection not met
This Is the Enda,Adventure,French,40496,Japan,173.33,57.87,4865,9.4,75,365840,19.71,Collection not met
The Woman in Blacka,Drama,Telugu,41038,China,3.89,57.71,4305,9.3,86,325176,1.25,Collection not met
Saving Mr. Banksa,Comedy,Korean,41718,South Korea,232.46,57.39,4200,4.9,89,347610,103.89,Collection not met
Win a Date with Tad Hamilton!a,Animation,Korean,44861,Germany,298.33,56.93,2416,9.1,91,284906,38.13,Collection not met
Love & Other Drugsa,Action,Korean,43775,UK,129.08,56.85,4347,6.2,32,281830,15.63,Collection not met
The Celebrationa,Horror,German,42846,India,180.07,56.63,3593,5,65,361224,38.48,Collection not met
Big Momma's Housea,Adventure,Chinese,43271,South Korea,105.87,56.61,1991,5.3,95,90289,42.01,Collection not met
Frankenweeniea,Comedy,Hindi,41355,Japan,69.12,56.31,4003,8.2,80,108532,13.53,Collection not met
8 Womena,Romance,Telugu,41155,Germany,180.95,56.2,3277,9.5,27,243009,89.44,Collection not met
Old Schoola,Sci-Fi,Tamil,45286,USA,194,55.93,1646,5.6,61,361363,42.72,Collection not met
Blowa,Adventure,English,42094,UK,250,55.61,4534,7.9,43,50893,108.42,Collection not met
Boys and Girlsa,Action,French,40485,South Korea,92.49,55.53,534,7,20,336024,16.53,Collection not met
The Jonesesa,Thriller,Telugu,42520,Germany,215.69,54.04,3248,10,75,392364,72.08,Collection not met
The Foga,Horror,Telugu,41766,China,170.5,53.61,4617,4.9,60,245783,80.21,Collection not met
The Dark Knight Rises�,Sci-Fi,Japanese,40304,UK,98.58,53.39,1451,5.9,65,149280,47.86,Collection not met
Beverly Hills Cop IIIa,Sci-Fi,German,42889,South Korea,39.12,53.21,2892,5.4,70,434915,15.34,Collection not met
Whiplasha,Drama,French,43597,France,250.93,53.06,3029,9.6,20,466463,74.43,Collection not met
Rosewatera,Drama,Spanish,43454,China,274.12,52.89,2498,4.6,66,290409,77.55,Collection not met
Minority Reporta,Action,Hindi,43703,South Korea,28.89,52.88,4794,6.7,28,93371,8.33,Collection not met
Waterworlda,Comedy,English,40857,UK,66.88,52.26,4009,7,50,330921,9.11,Collection not met
Underworld: Awakeninga,Sci-Fi,Japanese,42204,France,16.32,52.21,511,9.6,65,307263,3.59,Collection not met
You Will Meet a Tall Dark Strangera,Animation,German,42046,France,17.72,52.07,2971,5.6,58,125124,6.11,Collection not met
Religulousa,Sci-Fi,Chinese,45352,South Korea,243.35,52.06,3392,5.6,41,263937,100.52,Collection not met
Rapa Nuia,Comedy,English,44196,France,17.63,52.05,2341,8,89,76719,7.66,Collection not met
Mauricea,Thriller,Chinese,41396,UK,224.06,52,3076,7.4,52,363635,95.84,Collection not met
Bill & Ted's Excellent Adventurea,Romance,Chinese,44949,UK,280.96,51.95,1649,8.1,61,47422,42.3,Collection not met
The Stinga,Thriller,Hindi,42112,China,240.25,51.89,1842,5.2,49,162699,113.96,Collection not met
A Sound of Thundera,Thriller,French,43937,USA,220.7,51.4,3689,7.5,35,318685,86.64,Collection not met
Crazy/Beautifula,Action,Spanish,41896,India,248.55,50.82,2649,9,90,233902,120.41,Collection not met
Philomenaa,Sci-Fi,French,40722,France,230.85,50.6,4507,8.5,43,360297,58.69,Collection not met
I Dreamed of Africaa,Animation,Korean,45429,France,185.67,50.37,2016,7.4,66,137714,76.07,Collection not met
Chicken Runa,Thriller,German,41425,China,208.68,50.34,3990,5.5,47,26963,89.59,Collection not met
The Jungle Booka,Animation,Korean,40264,China,82.69,50.08,3234,7,92,379985,31.67,Collection not met
Transsiberiana,Romance,Spanish,40584,India,233.41,50.08,1219,9.1,98,275449,99.63,Collection not met
The Hauntinga,Comedy,Hindi,43464,Japan,249.1,49.89,1770,9,90,191667,47.38,Collection not met
Broken Arrowa,Comedy,Tamil,40467,India,126.86,49.88,3334,6.5,60,366607,51.79,Collection not met
Man of the Yeara,Sci-Fi,Hindi,40805,India,104.29,49.88,3649,8.2,61,295696,49.39,Collection not met
Saharaa,Animation,Japanese,40344,USA,31,49.67,1252,8.4,97,168424,13.55,Collection not met
Small Soldiersa,Romance,Tamil,41819,Germany,269.37,49.63,908,4.5,96,283932,83.68,Collection not met
Now You See Me 2a,Romance,Korean,42368,Germany,214.01,49.53,2684,6.1,79,434779,67.38,Collection not met
Recess: School's Outa,Romance,Chinese,45518,South Korea,178.03,49.13,2978,4.3,99,274874,74.1,Collection not met
Letters to Julieta,Romance,English,42532,India,220.81,48.92,4970,8.3,34,389238,98.12,Collection not met
Out Colda,Drama,Chinese,43747,USA,285.14,48.64,2789,8.8,61,46179,75.25,Collection not met
The Astronaut's Wifea,Thriller,English,40325,Germany,217.04,48.62,3964,8.9,79,64946,27.37,Collection not met
Honeya,Drama,German,40709,India,268.57,48.46,4764,9.4,92,476788,131.39,Collection not met
I Married a Strange Person!a,Adventure,French,44103,Germany,108.86,48.41,2455,8.9,33,394860,51.75,Collection not met
The Pacifiera,Horror,Japanese,42167,UK,156.97,48.36,868,4.9,40,495776,57.7,Collection not met
Shamea,Horror,German,42948,India,1.63,48.33,3573,7.7,82,477249,0.76,Collection not met
Anywhere But Herea,Drama,German,41532,South Korea,12.48,48.25,3544,5.1,69,181981,1.67,Collection not met
Oceansa,Horror,German,44736,Germany,202.86,48.23,3098,4.1,62,372820,28.99,Collection not met
54a,Comedy,Chinese,41833,Japan,222.38,48.01,4781,7,97,106665,31.7,Collection not met
Supermana,Drama,Japanese,44975,South Korea,169.41,47.78,3455,7.2,35,172114,83.29,Collection not met
Seventh Sona,Horror,Chinese,44085,France,244.07,47.73,1173,5.4,24,248996,106.65,Collection not met
Mary Poppinsa,Romance,Tamil,41987,Japan,149.05,47.73,2057,4,50,380199,47.34,Collection not met
The Perfect Gamea,Drama,Tamil,40669,France,243.14,47.31,4378,6.9,29,42775,107.32,Collection not met
Frozena,Sci-Fi,French,41702,UK,113.1,46.86,3789,5.8,34,287639,38.65,Collection not met
Daddy Day Carea,Thriller,English,42807,Japan,114.95,46.68,950,5.9,65,400670,46.13,Collection not met
Harry Browna,Comedy,Chinese,44700,USA,142.99,46.63,2212,7.4,66,398705,42.99,Collection not met
Behind Enemy Linesa,Action,Telugu,44901,South Korea,280.21,46.44,2446,8.7,35,410888,77.72,Collection not met
Monty Python and the Holy Graila,Horror,French,44776,France,87.33,46.29,3257,9.6,33,13051,31.35,Collection not met
Wrath of the Titansa,Action,Spanish,42649,UK,115.61,46.04,4854,7.3,77,147558,53.9,Collection not met
Jane Got a Guna,Comedy,Hindi,41869,South Korea,297.57,45.32,700,4.7,73,403809,113.33,Collection not met
Hoodwinked Too! Hood vs. Evila,Horror,Japanese,41807,USA,49.9,45.05,4260,8,34,428875,11.25,Collection not met
Olympus Has Fallena,Animation,Tamil,45544,China,190.03,44.76,2725,8.6,24,196586,91.62,Collection not met
American History Xa,Horror,Hindi,41945,South Korea,211.99,44.75,3317,6.7,62,399904,26.84,Collection not met
Ishtara,Horror,German,42472,France,75.79,44.4,4242,7.6,67,435102,13.38,Collection not met
Heartbreakersa,Animation,French,42654,India,14.84,43.9,2785,6.3,69,40864,2.55,Collection not met
Letters to Goda,Action,Japanese,42314,UK,130.06,43.9,855,7.6,76,198823,61.97,Collection not met
TRON: Legacya,Drama,Chinese,43679,India,268.99,43.61,3825,9.5,88,215472,124.26,Collection not met
Along Came a Spidera,Thriller,Japanese,41287,UK,216.48,43.18,4564,8.3,27,347615,55,Collection not met
The Hangovera,Horror,Korean,42502,Japan,230.69,43,4162,6.6,55,288410,70.56,Collection not met
Saving Silvermana,Sci-Fi,Tamil,41948,South Korea,84.51,42.84,1829,5.9,83,441203,27.47,Collection not met
Cop Outa,Sci-Fi,German,44859,Japan,143.48,42.53,3138,6.2,55,56997,61.54,Collection not met
White Fanga,Action,Hindi,42226,South Korea,138.38,42.11,3912,4.2,52,497856,20.64,Collection not met
Gooda,Drama,Chinese,43620,Germany,211.79,42,3454,5.2,83,206907,75.58,Collection not met
Goodfellasa,Action,Spanish,41559,UK,270.95,41.83,3389,5.6,75,475481,119.2,Collection not met
The Devil Wears Pradaa,Thriller,German,42231,USA,144.96,41.67,4596,5.4,60,333267,41.58,Collection not met
Remember Mea,Romance,Tamil,44049,China,224.74,41.19,2398,6,35,368718,50.72,Collection not met
Side Effectsa,Drama,Chinese,45478,China,170.47,41.05,1282,5.8,45,53128,62.35,Collection not met
Iron Mana,Sci-Fi,Japanese,42574,South Korea,149.27,40.63,3774,4.7,42,259276,71.78,Collection not met
"Crouching Tiger, Hidden Dragona",Comedy,Korean,45458,India,78.48,40.04,604,8.5,86,4186,34.85,Collection not met
A Cinderella Storya,Action,German,42982,Japan,27.96,39.72,547,8.7,68,114399,8.48,Collection not met
Ghost Shipa,Horror,Japanese,42399,India,106.68,39.35,4356,6.8,21,167077,41.21,Collection not met
Only God Forgivesa,Drama,Spanish,41828,USA,123.31,38.74,4139,7.5,40,473821,55.86,Collection not met
Your Sister's Sistera,Adventure,Chinese,40298,Germany,57.48,38.61,1556,6.6,98,41519,20.72,Collection not met
Water for Elephantsa,Action,Chinese,41615,Germany,231.69,38.03,3956,8.2,40,313807,40.68,Collection not met
Madagascar: Escape 2 Africaa,Thriller,Telugu,42840,Germany,66.57,37.99,2212,6.8,35,132296,24.66,Collection not met
How to Lose a Guy in 10 Daysa,Comedy,Telugu,44019,USA,43.31,37.73,4762,8.8,78,236231,13.97,Collection not met
Miracles from Heavena,Drama,Spanish,44393,France,229.34,37.5,4326,9.6,63,346785,48.38,Collection not met
Live Free or Die Harda,Drama,Chinese,44307,UK,222.02,37.4,2721,8.5,61,341081,98.16,Collection not met
The Fifth Elementa,Drama,German,41795,USA,161.32,37.18,4053,8.5,42,320417,43.94,Collection not met
Loaded Weapon 1a,Adventure,Chinese,42110,China,210.59,36.55,3525,5.1,47,140665,78.52,Collection not met
Law Abiding Citizena,Comedy,Japanese,45511,USA,101.69,36.41,1427,8.3,83,76544,46.63,Collection not met
The Chronicles of Riddicka,Action,Chinese,43666,Japan,43.14,36.37,3005,6.4,53,118239,12.68,Collection not met
The Day the Earth Stood Stilla,Comedy,Telugu,45651,India,68.64,35.98,2696,5.6,92,468375,16.08,Collection not met
Superbada,Romance,Japanese,42646,USA,50.83,35.5,687,6.4,56,400440,10.41,Collection not met
Monster Housea,Drama,Tamil,43025,France,263.42,35.32,3797,5.6,57,449830,34.66,Collection not met
What Women Wanta,Horror,Hindi,41391,India,210.93,35.1,4411,8.5,78,4372,38.47,Collection not met
Woman in Golda,Drama,Telugu,41628,UK,218.87,34.75,1285,8.4,61,363602,71.85,Collection not met
Ed Wooda,Animation,Telugu,45377,USA,217.92,34.7,2129,8.6,37,67601,74.56,Collection not met
Big Trouble in Little Chinaa,Romance,Spanish,41845,USA,155.74,34.59,3163,6.3,23,82225,77.37,Collection not met
"Bright Lights, Big Citya",Sci-Fi,English,42467,India,117.71,34.44,4578,6.5,92,1261,13.43,Collection not met
Southpawa,Comedy,Chinese,40354,USA,97.21,33.9,4689,6,30,292167,45.44,Collection not met
Certifiably Jonathana,Action,Tamil,44995,India,8.21,33.54,2753,4.6,85,267468,3.8,Collection not met
Baggage Claima,Thriller,Tamil,42842,USA,88.23,33.52,4982,10,44,478092,16.61,Collection not met
S.W.A.T.a,Thriller,French,41042,Germany,131.83,32.82,3416,8,21,468207,21.6,Collection not met
Dave Chappelle's Block Partya,Animation,Spanish,44553,Japan,256.87,32.75,4352,9.7,56,229293,112.98,Collection not met
The Tempesta,Animation,German,40253,USA,168.53,32.72,4859,7.7,98,21818,32.16,Collection not met
Bottle Rocketa,Horror,English,42683,Germany,65.94,32.42,2154,9.1,25,82569,21.26,Collection not met
Across the Universea,Animation,Chinese,42624,France,56.33,32.14,4546,4.6,70,144858,12.61,Collection not met
Alvin and the Chipmunks: The Squeakquela,Comedy,Telugu,42350,France,118.42,31.72,1735,6.9,31,458905,19.51,Collection not met
The Good Hearta,Horror,Chinese,43422,China,243.99,31.54,4481,6,85,249247,105.03,Collection not met
Swing Votea,Action,Spanish,43673,South Korea,195.74,31.48,1251,5.9,45,16928,61.41,Collection not met
Meet Joe Blacka,Thriller,English,41137,India,215.25,31.12,1199,6.7,68,360215,42.47,Collection not met
Knocked Upa,Animation,Tamil,45191,Japan,126.86,31.11,4382,8.9,54,496087,35.31,Collection not met
The Internshipa,Romance,Chinese,43215,France,179.25,30.81,615,7.1,41,250293,74.86,Collection not met
Left Behinda,Drama,Korean,43826,Japan,77.16,30.63,837,5.6,60,308567,19.87,Collection not met
Runaway Bridea,Adventure,Hindi,45522,France,77.3,29.53,1940,9.8,54,375631,24.2,Collection not met
Super Size Mea,Animation,Telugu,41352,France,287.68,29.21,2634,7.5,83,239310,110.24,Collection not met
How to Lose Friends & Alienate Peoplea,Adventure,French,42541,South Korea,29.87,29.19,1792,7.8,49,159979,3.41,Collection not met
Shanghai Noona,Comedy,Tamil,41036,USA,100.39,28.94,4559,7.9,37,83130,43.45,Collection not met
DragonHearta,Comedy,German,40615,China,20.36,28.48,742,5.7,38,421556,3.8,Collection not met
For Your Considerationa,Comedy,Japanese,43506,France,279.24,28.35,4009,7.1,33,4360,61.17,Collection not met
Capotea,Action,English,42432,South Korea,171.3,28.2,4785,8.1,98,299452,43.59,Collection not met
I Still Know What You Did Last Summera,Comedy,Japanese,44894,Germany,288.69,28.03,4785,6.6,26,5419,78.79,Collection not met
Reign Over Mea,Animation,German,42456,Japan,189.14,27.85,4025,6.3,27,374731,72.98,Collection not met
In the Heart of the Seaa,Comedy,Hindi,45255,Germany,167.18,27.71,2777,8.7,95,226180,56.41,Collection not met
Looney Tunes: Back in Actiona,Sci-Fi,German,44201,India,2.16,26.68,762,9.3,79,212684,0.95,Collection not met
Larry the Cable Guy: Health Inspectora,Romance,German,41572,South Korea,279.91,26.66,732,5.5,74,175621,125.91,Collection not met
The Color of Moneya,Animation,Tamil,44467,India,156.01,26.59,4595,9.1,88,30482,43.93,Collection not met
2001: A Space Odysseya,Action,Tamil,40858,Japan,29.21,26.53,4080,5.1,55,415679,5.01,Collection not met
Swept Awaya,Romance,Korean,45167,Japan,23.07,26.31,1894,7,95,6880,7.24,Collection not met
The Conjuring 2a,Sci-Fi,Japanese,44554,USA,105.96,25.85,4335,5.6,56,241715,28.64,Collection not met
Four Weddings and a Funerala,Thriller,German,44417,India,191.87,25.38,1038,5.9,50,59590,51.34,Collection not met
Spider-Mana,Animation,German,44599,China,295.29,24.69,1332,9.7,20,16801,31.58,Collection not met
Junoa,Thriller,Spanish,45551,South Korea,148.74,24.22,875,9.3,21,200030,28.54,Collection not met
Child's Playa,Romance,French,42840,Germany,253.85,24.2,2055,9.1,23,326619,52.6,Collection not met
Chairman of the Boarda,Sci-Fi,English,43468,UK,222.09,23.86,4660,8.3,80,33577,34.02,Collection not met
Mortdecaia,Comedy,Tamil,43896,India,285.43,23.78,1786,6.5,90,348418,99.44,Collection not met
Evil Dead IIa,Sci-Fi,French,42381,China,42.86,23.53,3265,7,43,75701,9.99,Collection not met
Twin Falls Idahoa,Sci-Fi,English,44638,Japan,23.7,23.47,3828,6.4,57,293821,2.67,Collection not met
The Shallowsa,Adventure,French,40947,Germany,117.02,23.39,1214,9,86,464187,53.3,Collection not met
Man on Wirea,Action,English,40232,India,297.22,23.06,1326,6.3,80,321707,144.27,Collection not met
The Flintstones in Viva Rock Vegasa,Action,French,43171,China,22.41,22.98,3554,8.5,60,325366,10.94,Collection not met
Birthday Girla,Thriller,Korean,42887,France,157.11,22.54,4974,8.4,83,270148,26.68,Collection not met
Beowulfa,Horror,Chinese,43481,Japan,68.56,21.94,3933,9.3,60,3131,24.38,Collection not met
Formula 51a,Animation,Tamil,43935,France,244.97,21.89,622,4.1,47,281300,27.83,Collection not met
Take Me Home Tonighta,Action,Korean,43094,USA,170.09,21.68,4245,8.3,48,470564,29.55,Collection not met
The Ritea,Drama,German,40963,USA,25.16,21.68,1627,8.7,35,478450,4.4,Collection not met
Dawn of the Deada,Horror,English,44345,India,183.62,21.21,981,7.7,62,67851,85.12,Collection not met
Imagine Me & Youa,Comedy,English,44025,Germany,193.45,20.7,3008,8.9,84,45765,38.39,Collection not met
Jonah: A VeggieTales Moviea,Horror,Japanese,44619,USA,280.94,20.62,3160,6.7,41,69758,91.2,Collection not met
Benjia,Action,German,41174,South Korea,297.95,20.54,3515,9.2,60,477444,52.97,Collection not met
Best in Showa,Sci-Fi,Korean,43994,Germany,164.28,20.2,2341,5.7,39,80333,71.06,Collection not met
Next Stop Wonderlanda,Romance,Chinese,42045,France,219.33,20.12,4673,9.6,59,7785,71.47,Collection not met
The Simpsons Moviea,Comedy,Chinese,43470,South Korea,184.83,20.07,4551,6.5,96,21244,74.3,Collection not met
Happy Christmasa,Animation,Tamil,40758,France,3.71,20.06,2632,7.4,89,445301,1.84,Collection not met
Just Lookinga,Adventure,Tamil,45459,Japan,227.83,18.93,4759,8.5,96,137543,66.95,Collection not met
The Virginity Hita,Thriller,Chinese,42590,Japan,50.94,18.76,3645,4.3,65,197163,5.3,Collection not met
Vacationa,Comedy,English,42605,Germany,185.42,18.54,542,8.6,100,118267,21.11,Collection not met
The Secret in Their Eyesa,Comedy,Tamil,44788,Germany,68.22,18.38,3275,6.2,64,57962,29.41,Collection not met
The Limeya,Drama,French,44422,UK,241.89,17.85,628,5.9,91,439352,33.21,Collection not met
In Good Companya,Thriller,Korean,43203,India,97.57,17.8,2370,4.2,86,110081,13.99,Collection not met
Panic Rooma,Romance,German,42269,France,189.15,17.47,727,5.5,48,108794,66.23,Collection not met
Poetic Justicea,Adventure,German,45090,China,147.09,17,3428,8.5,44,337993,16.92,Collection not met
Burieda,Thriller,English,42106,India,159.11,16.79,1340,8.5,47,263857,51.16,Collection not met
Good Luck Chucka,Horror,German,44650,India,298.34,15.87,1387,6.6,50,196360,135.7,Collection not met
Rockya,Animation,German,42041,Japan,244.68,15.71,3138,7.3,36,356000,104.19,Collection not met
Nurse Bettya,Thriller,Spanish,42642,UK,174.84,14.84,2176,9.8,93,292267,67.07,Collection not met
The Crying Gamea,Sci-Fi,Chinese,45465,South Korea,48.51,14.69,1659,5.1,75,457621,19.24,Collection not met
Welcome to the Dollhousea,Romance,Korean,42349,China,287.15,14.58,2061,6,43,30863,43.49,Collection not met
Blue Like Jazza,Action,Tamil,40739,Japan,60.09,14.42,3546,9.2,66,328343,22.62,Collection not met
The Whole Ten Yardsa,Romance,French,44606,USA,192.61,14.4,2865,9.4,95,70914,35.23,Collection not met
The Magic Sword: Quest for Camelota,Romance,Chinese,42479,France,206.03,14.38,1098,8.2,39,211485,64.57,Collection not met
"Me, Myself & Irenea",Animation,German,40376,Germany,16.95,13.82,4097,4.6,22,59047,2.93,Collection not met
The Living Daylightsa,Romance,Telugu,42534,Japan,139.66,13.62,3810,8.9,97,314687,14.66,Collection not met
